id,question1,question2,is_duplicate
613,"If yes, what type of delivery?",35203,0
614,Date (mm/dd/yyyy),'S',1
615,Application Type:,,0
616,"Patient's Name (Last Name, First Name, MI, Suffix)",958976877,0
617,Has the patient been treated for the same/similar condition in the past?,Yes,0
618,Employer Name,English,1
619,Medical Specialty,MD,1
620,Diagnosis:,Left knee pain,1
621,Zip,'S',0
622,Patient's Height:,57 kg/126 lbs,1
623,City,'S',0
624,Is the claim the result of a work related injury or illness?,Yes,0
625,"Name of Patient (Last Name, Suffix, First Name, MI)","MAROUN, MARGARITA B",1
626,Date of next examination (mm/dd/yy):,,0
627,"If related to an injury, where and how did the injury occur?",I was at work trying to lift a box of tools but it was a bit too heavy for me. My back felt a sharp pain afterwards,1
628,Mailing Address,4462 Ritter Street,1
629,Date of first visit for this pregnancy (mm/dd/yy):,57 kg/126 lbs,0
630,Procedure,Jefferson Hills,1
631,Fax Number,456-672-5040,1
632,Date of next office visit (mm/dd/yy):,22505,0
633,"If yes, what was the last day that you worked? (mm/dd/yy)",03-11-18,1
634,Hospital/Facility Name,565 Coal Valley Rd,1
635,Printed Name,03-12-18,0
636,Printed Name,"ARANDA, ELMER, F.",0
637,Printed Name,"ARANDA, ELMER, F",0
638,Telephone Number,"Mullaney, Jason",0
639,"If yes, expected return to work date (mm/dd/yy):",8,1
640,Please check the type of claim you re filing:,Accidental Injury,1
641,Name of Person Completing Form,Yes,0
642,"If claim is for a child, please state your relationship to the child",,0
643,Home Address,3711 LAUREL LANE,1
644,CURRENT RESTRICTIONS (activities patient should not do),"Champman, Roger, J.",0
645,Suffix,CLAUSEN,0
646,Printed Name,559-65-7651,1
647,Patient Telephone Number,12-18-18,0
648,What percentage of the Short Term Disability benefit is taxable?,,0
649,Last Name,Marga.br@chammy.info,0
650,"If yes, as of (mm/dd/yy):",,0
651,Date the injury occurred (mm/dd/yy),04-13-17,1
652,E-mail Address,495 202 8689,0
653,Through,,0
654,"If yes, what is the relationship",,0
655,Date Surgery Performed (mm/dd/yy):,See attached files,1
656,First Name,N,1
657,Language Preferences,Short Term Disability,1
658,Relationship,Yes,0
659,"Physician Name (Last Name, First Name, MI, Suffix) Please Print",,0
660,Name of Person Completing Form,,0
661,Customer Number,MEGHAN C BROWN,1
662,What is your medical condition?,Turn rotator cuff,1
663,in.,704-538-8617,0
664,State,AL,0
665,Zip,Married,0
666,Treating Physician Name,02 18 67,0
667,Physician's Tax ID Number:,958976877,1
668,Is the patient's condition due to injury or sickness involving the patient's employment?,Yes,1
669,Treating Physician Telephone Number,859-301-2663,1
670,Social Security Number,686-05-0758,1
671,State,20115,1
672,C. Information About the Patient (if different from Insured/Policyholder) Check one:,,0
673,City,Blank,0
674,What were your first symptoms,Severe Pain,1
675,Date of Birth (mm/dd/yy),No,1
676,Apt. #,COYANOSA,1
677,Please check all types of coverage you have with Unum,04-13-17,1
678,in.,8,1
679,Employer,494172,0
680,III,,0
681,State,686-05-0758,0
682,(Telephone Number),MARGARITA MAROUN,0
683,"If yes, please provide restrictions and limitations",04-15-17,0
684,"If yes, what is the relationship?",No,1
685,Has the patient been hospitalized?,Yes,1
686,Fax No.,20,0
687,Secondary Diagnosis:,m75.102,1
688,Other person:,03-12-18,0
689,(Telephone Number),'S',1
690,This claim is for:,Spouse,1
691,III,m25.512 m75.102,1
692,"If yes, how much do you want withheld from each check? (whole dollar amount)$",09-19-18,0
693,Was surgery performed?,Percocel 51325,0
694,Address,1557 Edgewood Ave,1
695,Spouse/Partner's Name,Female,0
696,Home Address (Street/PO Box),40,0
697,"If yes, date of accident (mm/dd/yy)",03 11 18,1
698,Medical Specialty,ORTHOPAEDIC SURGERY,1
699,Relationship to Insured/Policyholder (check one),josephNclausen@jour.com,0
700,Date of next office visit (mm/dd/yy):,Yes,1
701,Provider Name,06 13 83,0
702,"If yes, please provide treatment dates (mm/dd/yy): From",No,1
703,Lanuage Preference,Spanish,1
704,Full Time Part Time,Part Time,1
705,Date the injury occurred (mm/dd/yy),F,0
706,ft.,,0
707,Delivery Type:,Vaginal C-Section,1
708,Date of last examination (mm/dd/yy):,04-18-17,1
709,"Physician Name (Last Name, First Name, MI, Suffix) Please Print",ORTHOPAEDIC SURGERY,1
710,Social Security Number,English,0
711,through (mm/dd/yy),,0
712,What were your first symptoms,,0
713,CURRENT LIMITATIONS (activities patient cannot do),958976877,0
714,Customer Policy #:,860191,0
715,"If yes, expected return to work date (mm/dd/yy):","Champman, Roger, J.",0
716,Date of first visit for this condition (mm/dd/yy),09-18-18,1
717,Telephone No.,Lifting heavy objects,0
718,First Name,S,1
719,Gender,elmerfaranda83@yahoo.com,0
720,Primary beneficiary,NORTH CAROLINA,0
721,When did you first notice the symptoms?,,0
722,First Name,618 22 1773,0
723,Social Security Number,Female,1
724,Date of first visit for this pregnancy (mm/dd/yy):,,0
725,Date of first visit for this pregnancy (mm/dd/yy):,976 587 1052,1
726,Primary ICD Code:,M51.26,0
727,Signature,(229) 460 6751,0
728,Suffix,1739 DEANS LANE,0
729,Home Telephone Number,830 763 2514,1
730,"Physical Name (Last Name, First Name, MI, Suffix) Please Print",Orthopedic,1
731,What symptoms is your patient reporting about his/her condition?,m25.512 m75.102,0
732,Home Address,"Craig, Thomas G.",0
733,Language Preferences,06 13 83,0
734,Is he/she employed?,English,0
735,Treating Physician Telephone Number,'S',1
736,(Telephone Number),"Clausen, Edith, S.",0
737,Time of Accident a.m. p.m.,03-11-18,0
738,Diagnosis:,03-12-18- 04-09-18,1
739,"If yes, expected return to work date (mm/dd/yy):",04-20-17,1
740,State,MINNESOTA,1
741,"If yes, have you filed a Worker's Compensation claim?",No,0
742,Printed Name,09-19-18,0
743,Customer Number,4536 CONCORD STREET,0
744,Date of Birth (mm/dd/yy),Physical therapy after Surgery and Pain meds.,1
745,Social Security Number,Accidental Injury,0
746,Do yo work for another employer?,,0
747,Employee Name:,6,0
748,Did you advise your patient to stop working?,Vaginal C-Section,0
749,Do you support your patient's return to work within the restrictions and limitations you provided?,Yes,1
750,Date of Birth (mm/dd/yy),41017,0
751,Through,No,1
752,Please list specific duties of your accupation/job are you unable to perform due to your medical condition?,04-13-17,0
753,St/PO Box,2748 ROCKET DRIVE,1
754,Did you advise your patient to stop working?,L Shoulder Strain,0
755,To (mm/dd/yy):,559-297-8517,0
756,Please check all types of coverage you have with Unum,559 65 7651,0
757,Gender,DOROTHY R WHITE,0
758,Did you advice your patient to stop working?,M51.26,0
759,Number of Hours Worked on Date Last Worked,Voluntary Accident Insurance,0
760,Relationship,DENNIS V. WHITE,0
761,Date of Birth (mm/dd/yy),01 28 75,1
762,Signature,,0
763,Has the patient been hospitalized?,04-13-17,1
764,Application Type:,192-78-2587,0
765,Was this a motor vehicle accident?,Left knee pain,1
766,"If yes, date hospitalized (mm/dd/yy):",12-18-18,0
767,What is your expected delivery date?,07-01-66,0
768,Please check the type of claim you re filing:,Spouse,1
769,Do yo work for another employer?,Yes,0
770,Zip,Birmingham,0
771,"3. In the past 12 months, have you or your spouse (if applying) been diagnosed with or received treatment by a medical professional for:",No,1
772,Date Signed,"ARANDA, ELMER, F.",0
773,Date of first visit for this current condition(s) (mm/dd/yy):,"Pain in Left Shoulder, limitation of motion",0
774,Please check all types of coverage you have with Unum.,No,1
775,"Insured's Name (Last Name, Suffix, First Name, MI)",02 18 67,1
776,Medications (Please attach medication log),Jefferson Hospital,0
777,Date of Birth (mm/dd/yy),"ARANDA, ELMER, F",0
778,Date Surgery Performed (mm/dd/yy):,22505,1
779,Were you at work at the time of your accident?,No,1
780,Is this condition the result of an accidental injury?,03 11 18,1
781,Has the patient been treated for the same/similar condition in the past?,,0
782,State,456-672-5040,0
783,Full Time (mm/dd/yy):,(229) 460 6751,0
784,Diagnosis:,Blank,0
785,Are there any cognitive deficits or psychiatric conditions that imapact function?,,0
786,"Please explain how your accident happend. (If you need more space, please attach a separate sheet of paper).",,0
787,Treatment Dates:,61-1274265,0
788,Mailing Address,(456) 672-5040,0
789,"If yes, what procedure was performed?",No,0
790,MI,CLAUSEN,0
791,Secondary Dianosis:,m75.102,1
792,Date of Accident,English,0
793,Other Family Member:,"ARANDA, LINA / MOTHER",1
794,To (mm/dd/yy):,,0
795,Prefered e-mail address (for confirmation purposes only),MARIA D. WILLOUGHBY,1
796,"If yes, what is the relationship?",Yes,0
797,Zip,Limited Use of Left Shoulder,0
798,This claim is for:,915 704 8912,0
799,Telephone No.,Yes,0
800,Address,EDGE WOOD,1
801,Date of Hire (mm/dd/yy),,0
802,Social Security Number,914-890-5521,0
803,Date,MARGARITA MAROUN,1
804,State Income Tax,Yes,1
805,Zip,914 890 5521,1
806,This claim is for:,CLAUSEN,1
807,City,21-0046005,0
808,What are the other conditions that prevent the patient from working,m75.102,0
809,ICD Code:,m75.102,1
810,Preferred e-mail address (for confirmation purposes only),"Craig, Thomas G.",1
811,"If yes, indicate date (mm/dd/yy):",04-18-17,1
812,Date of Birth (mm/dd/yy),,0
813,What symptoms is your patient reporting about his/her condition?,"No improvement despite medicine, injection and Theraphy",1
814,Hospital/Facility Name,Jefferson Hospital,1
815,Have you filed a Workers' Compensation claim?,04-18-17,0
816,Social Security Number,104 02 8783,1
817,Date of next visit for this condition (mm/dd/yy),09-18-18,1
818,Date of last office visit (mm/dd/yy):,12-18-18,1
819,Please provide the duration of these restrictions and limitations. From (mm/dd/yy):,,0
820,"If yes, have you filed a Worker's Compensation claim?",905 331 8089,0
821,Scheduled NUmber of Work Hours/week,"Employee, Spouse",0
822,Cost per pay period,$5.80,1
823,State,MD,0
824,Customer #:,867341,0
825,Apt. #,3711 LAUREL LANE,0
826,"If no, please explain why you are not filing a Workers' Compensation claim",Roger Champman,1
827,Does the spouse live in the US?,Yes,1
828,Fax Number,06 13 87,0
829,CPT Code:,,0
830,Gender,N,0
831,Please provide the duration of these restrictions and limitations. From (mm/dd/yy):,11/20/18,1
832,Zip,1557 Edgewood Ave,0
833,Hours per day,8,1
834,State Income Tax,20,1
835,Physician's Tax ID Number:,61-1274265,1
836,State,IL,1
837,Employer,,0
838,Is your claim pending a Workers' Compensation decision?,Short Term Disability,0
839,Group Policy #:,,0
840,Number of hours worked on date last worked,09-11-18,1
841,"If yes, what was the last day that you worked? (mm/dd/yy)",,0
842,City,LAWYER,0
843,"Patient Name (Last Name, First Name, MI, Suffix)",11/20/18,0
844,Zip,256-293-5095,1
845,What diagnostic or clinical findings support your diagnosis?,Surgery -Repair rotator cuff L-Shoulder,1
846,Employee (Applicant) Signature,704-538-8617,0
847,Date Hospitalized (mm/dd/yy):,M51.26,0
848,Claimant Signature,,0
849,"If yes, please explain:",PA,0
850,Social Security Number,Self,1
851,What percentage of the Short Term Disability benefit is taxable?,20 %,1
852,MI,06 13 83,1
853,State,79730,1
854,"If yes, date of accident (mm/dd/yy)",No,0
855,What type of delivery?,No,1
856,Policyholder Signature,'S',0
857,My Spouse:,MARCUS MAROUN,1
858,"If yes, on what date (mm/dd/yy)?",Unknown,1
859,"If yes, please explain how the work related injury/illness occurred:",No,0
860,Contingent beneficiary,09/21/1973,1
861,What is your expected delivery date?,No,0
862,MI,Marga.br@chammy.info,0
863,Telephone No.,(256) 293-5095,0
864,The State in which you work,97 W Main St,1
865,"If your patient has CURRENT RESTRICTIONS (activities patient should not do) and/or LIMITATIONS (activities patient cannot do) list below. Please be specific and understand that a reply of ""no work"" or ""totally disabled"" will not enable us to evaluate your patient's claim for benefits and may result in us having to contact you for clarification.",,0
866,CPT Code:,22505,0
867,My Spouse:,910-734-7634,1
868,6. Have you retured to work?,,0
869,"Patient's Name (Last Name, First Name, MI, Suffix)",No driving Limited use of Left Shoulder,0
870,Prefered e-mail address (for confirmation purposes only),Severe Pain,0
871,Social Security Number,976 587 1052,0
872,Lanuage Preference,"Craig, Thomas G.",0
873,Home Phone #,4536 CONCORD STREET,0
874,"Name (First, Middle, Last)",LAWNDALE,0
875,Date,432-561-1937,0
876,Marital Status:,Married,1
877,Is this condition the result of his/her employment,No,1
878,Cellular Telephone Number,541 997 2817,1
879,EE Name:,"WILLOUGHBY, MARIA D.",0
880,CURRENT LIMITATIONS (activities patient cannot do),456-672-5040,0
881,Telephone Number,104 02 8783,0
882,Telephone Number,559-297-8404,1
883,What are the other conditions that prevent the patient from working,Rotator Cuff Tear L-Shoulder,1
884,"If yes, please provide treatment dates (mm/dd/yy): From",Vaginal C-Section,0
885,Date of Birth (mm/dd/yy),Birmingham,0
886,Date of first visit for this current condition(s) (mm/dd/yy):,,0
887,Date of Birth (mm/dd/yy),09-10-18,0
888,"If yes, on what date (mm/dd/yy)?",09/10 - 09/18/18,1
889,Primary beneficiary,11-16-2017,0
890,Has the patient been treated for the same or a similar condition by another physician in the past?,"M25.562, S83.242D",1
891,Secodary ICD Code:,M51.26,1
892,Procedure,Pre Opt,0
893,Employee SSN:,704-538-8617,1
894,2. Have you (applicant) or your spouse (if applying) been diagnosed with or received treatment for Acquired Immune Deficiency Syndrome (AIDS)?,No,1
895,Other Family Member:,HUSBAND,0
896,ICD Code:,Vaginal C-Section,1
897,"Employee Name (First, Middle, Last)",DOROTHY R WHITE,0
898,Date of Birth (mm/dd/yy),09-18-18,0
899,Employee SSN:,,0
900,ft.,0,1
901,Date of Birth,04-13-17,0
902,Primary Diagnosis:,57 kg/126 lbs,0
903,Relationship to Insured/Policyholder (check one),Spouse/Domestic Partner,1
904,Is the claim the result of a work related injury or illness?,,0
905,Name,Thomas Craig,0
906,"If yes, please explain:",Injury,1
907,Medications (Please attach medication log),,0
908,St/PO Box,11-16-2017,1
909,Employer:,864053,0
910,ICD Code:,976 587 1052,0
911,Scheduled NUmber of Work Hours/week,40,1
912,EE Name:,,0
913,"If yes, what procedure was performed?","CRAIG, THOMAS",0
914,Were there any complications causing you to stop work prior to your expected delivery date?,No,1
915,Date of next visit for this condition (mm/dd/yy),Jefferson Hospital,1
916,Date you were first treated by a physician (mm/dd/yy),09-10-18,0
917,Was this a motor vehicle accident?,Yes,0
918,Are there any cognitive deficits or psychiatric conditions that imapact function?,m25.512 m75.102,0
919,St/PO Box,Newly Eligible,0
920,Relationship,,0
921,"Patient Name (Last Name, First Name, MI, Suffix)",KY,0
922,Zip,Yes,1
923,St/PO Box,WIFE,0
924,Was surgery performed?,Arthroscopy L Shouler,1
925,Zip,MD,0
926,"If yes, date hospitalized (mm/dd/yy):",09/10/18,1
927,"If known, please check all type of coverage you have with Unum.",104 42 7346,0
928,Date Signed,03-12-18,1
929,Cost per pay period,Newly Eligible,0
930,Physician Tax ID Number:,No,1
931,Are there any cognitive deficits or psychiatric conditions that imapact function?,No,1
932,Other person,910-734-7634,0
933,Unknown,No,0
934,Date of next visit for this condition (mm/dd/yy),(229) 460 6751,0
935,ft.,704-538-8617,1
936,Please list specific duties of your accupation/job are you unable to perform due to your medical condition?,Pre Opt,0
937,Diagnosis:,Vaginal C-Section,1
938,Customer Number,11-16-2017,0
939,This claim is for:,,0
940,What are the other conditions that prevent the patient from working,,0
941,Primary beneficiary,,0
942,"Please explain how your accident happend. (If you need more space, please attach a separate sheet of paper).",josephNclausen@jour.com,0
943,Medications (Please attach medication log),Percocel 51325,1
944,III,m75.102,0
945,Date you were first treated by a physician (mm/dd/yy),MARIA D. WILLOUGHBY,0
946,"If yes, expected return to work date (mm/dd/yy):",No,0
947,Provider Name,Yes,0
